PO_ID,ASN/GRN mismatch,comments_ASN/GRN mismatch,Late delivery,comments_Late delivery,Missing GRN,comments_Missing GRN,No issues,comments_No issues,Over-delivery,comments_Over-delivery,Total price discrepancy,comments_Total price discrepancy,Under-delivery,comments_Under-delivery
PO1755,y,ASN shipped quantity (46) does not match GRN received quantity (55).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-17).,n,,n,,n,,y,Expected invoice amount (24839.08) does not match invoice amount (9907.36).,y,Total received quantity (55) is less than ordered quantity (116).
PO1756,y,ASN shipped quantity (340) does not match GRN received quantity (182).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-28).,n,,n,,y,Total received quantity (182) exceeds ordered quantity (174).,y,Expected invoice amount (23691.84) does not match invoice amount (1671.76).,n,
PO1757,y,ASN shipped quantity (116) does not match GRN received quantity (157).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-12).,n,,n,,y,Total received quantity (157) exceeds ordered quantity (70).,y,Expected invoice amount (10685.50) does not match invoice amount (9118.20).,n,
PO1758,y,ASN shipped quantity (140) does not match GRN received quantity (73).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-19).,n,,n,,n,,y,Expected invoice amount (44289.08) does not match invoice amount (5473.21).,y,Total received quantity (73) is less than ordered quantity (187).
PO1759,y,ASN shipped quantity (434) does not match GRN received quantity (639).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-03).,n,,n,,y,Total received quantity (639) exceeds ordered quantity (63).,y,Expected invoice amount (23546.25) does not match invoice amount (8780.49).,n,
PO1760,y,ASN shipped quantity (148) does not match GRN received quantity (169).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-22).,n,,n,,n,,y,Expected invoice amount (38652.67) does not match invoice amount (5333.92).,y,Total received quantity (169) is less than ordered quantity (191).
PO1761,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1762,y,ASN shipped quantity (347) does not match GRN received quantity (311).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-04).,n,,n,,y,Total received quantity (311) exceeds ordered quantity (159).,y,Expected invoice amount (66128.10) does not match invoice amount (4687.27).,n,
PO1763,y,ASN shipped quantity (248) does not match GRN received quantity (241).,n,,n,,n,,y,Total received quantity (241) exceeds ordered quantity (149).,y,Expected invoice amount (40744.05) does not match invoice amount (1200.66).,n,
PO1764,y,ASN shipped quantity (337) does not match GRN received quantity (115).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-06-25).,n,,n,,n,,y,Expected invoice amount (50658.96) does not match invoice amount (1508.12).,y,Total received quantity (115) is less than ordered quantity (124).
PO1765,y,ASN shipped quantity (138) does not match GRN received quantity (69).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-08-01).,n,,n,,y,Total received quantity (69) exceeds ordered quantity (58).,y,Expected invoice amount (22727.30) does not match invoice amount (3778.90).,n,
PO1766,y,ASN shipped quantity (57) does not match GRN received quantity (53).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-12).,n,,n,,n,,y,Expected invoice amount (63175.05) does not match invoice amount (7934.64).,y,Total received quantity (53) is less than ordered quantity (145).
PO1767,y,ASN shipped quantity (137) does not match GRN received quantity (148).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-08-04).,n,,n,,y,Total received quantity (148) exceeds ordered quantity (64).,y,Expected invoice amount (15557.12) does not match invoice amount (5833.05).,n,
PO1768,y,ASN shipped quantity (180) does not match GRN received quantity (37).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-21).,n,,n,,n,,y,Expected invoice amount (54107.04) does not match invoice amount (3193.82).,y,Total received quantity (37) is less than ordered quantity (174).
PO1769,y,ASN shipped quantity (442) does not match GRN received quantity (343).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-30).,n,,n,,y,Total received quantity (343) exceeds ordered quantity (57).,y,Expected invoice amount (15344.40) does not match invoice amount (1133.02).,n,
PO1770,y,ASN shipped quantity (101) does not match GRN received quantity (48).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-06-05).,n,,n,,n,,y,Expected invoice amount (21166.90) does not match invoice amount (5454.33).,y,Total received quantity (48) is less than ordered quantity (115).
PO1771,y,ASN shipped quantity (472) does not match GRN received quantity (365).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-17).,n,,n,,y,Total received quantity (365) exceeds ordered quantity (198).,y,Expected invoice amount (94016.34) does not match invoice amount (2804.87).,n,
PO1772,y,ASN shipped quantity (369) does not match GRN received quantity (336).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-21).,n,,n,,y,Total received quantity (336) exceeds ordered quantity (168).,y,Expected invoice amount (12195.12) does not match invoice amount (8475.62).,n,
PO1773,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1774,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1775,y,ASN shipped quantity (189) does not match GRN received quantity (205).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-21).,n,,n,,y,Total received quantity (205) exceeds ordered quantity (131).,y,Expected invoice amount (15418.70) does not match invoice amount (2675.09).,n,
PO1776,y,ASN shipped quantity (264) does not match GRN received quantity (202).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-05).,n,,n,,y,Total received quantity (202) exceeds ordered quantity (145).,y,Expected invoice amount (50510.75) does not match invoice amount (5466.31).,n,
PO1777,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1778,y,ASN shipped quantity (77) does not match GRN received quantity (137).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-06-05).,n,,n,,n,,y,Expected invoice amount (8407.50) does not match invoice amount (5479.02).,y,Total received quantity (137) is less than ordered quantity (150).
PO1779,y,ASN shipped quantity (382) does not match GRN received quantity (410).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-17).,n,,n,,y,Total received quantity (410) exceeds ordered quantity (138).,y,Expected invoice amount (24460.50) does not match invoice amount (6996.08).,n,
PO1780,y,ASN shipped quantity (351) does not match GRN received quantity (227).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-06).,n,,n,,y,Total received quantity (227) exceeds ordered quantity (55).,y,Expected invoice amount (14461.15) does not match invoice amount (4002.37).,n,
PO1781,y,ASN shipped quantity (233) does not match GRN received quantity (264).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-16).,n,,n,,y,Total received quantity (264) exceeds ordered quantity (126).,y,Expected invoice amount (62737.92) does not match invoice amount (7190.73).,n,
PO1782,y,ASN shipped quantity (409) does not match GRN received quantity (371).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-17).,n,,n,,y,Total received quantity (371) exceeds ordered quantity (178).,y,Expected invoice amount (33679.38) does not match invoice amount (5676.56).,n,
PO1783,y,ASN shipped quantity (155) does not match GRN received quantity (181).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-20).,n,,n,,y,Total received quantity (181) exceeds ordered quantity (124).,y,Expected invoice amount (42238.12) does not match invoice amount (6595.71).,n,
PO1784,y,ASN shipped quantity (96) does not match GRN received quantity (196).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-06-01).,n,,n,,y,Total received quantity (196) exceeds ordered quantity (64).,y,Expected invoice amount (13795.20) does not match invoice amount (2261.35).,n,
PO1785,y,ASN shipped quantity (134) does not match GRN received quantity (84).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-24).,n,,n,,n,,y,Expected invoice amount (14172.60) does not match invoice amount (6559.42).,y,Total received quantity (84) is less than ordered quantity (130).
PO1786,y,ASN shipped quantity (184) does not match GRN received quantity (203).,y,Earliest received date (2025-08-15) is after the PO delivery date (2025-08-13).,n,,n,,y,Total received quantity (203) exceeds ordered quantity (176).,y,Expected invoice amount (25159.20) does not match invoice amount (4023.83).,n,
PO1787,y,ASN shipped quantity (128) does not match GRN received quantity (212).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-24).,n,,n,,y,Total received quantity (212) exceeds ordered quantity (132).,y,Expected invoice amount (38544.00) does not match invoice amount (2085.17).,n,
PO1788,y,ASN shipped quantity (403) does not match GRN received quantity (477).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-30).,n,,n,,y,Total received quantity (477) exceeds ordered quantity (115).,y,Expected invoice amount (25419.60) does not match invoice amount (1578.61).,n,
PO1789,y,ASN shipped quantity (220) does not match GRN received quantity (325).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-06-29).,n,,n,,y,Total received quantity (325) exceeds ordered quantity (120).,y,Expected invoice amount (29288.40) does not match invoice amount (9241.32).,n,
PO1790,y,ASN shipped quantity (306) does not match GRN received quantity (265).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-06-22).,n,,n,,y,Total received quantity (265) exceeds ordered quantity (118).,y,Expected invoice amount (24997.12) does not match invoice amount (4182.64).,n,
PO1791,y,ASN shipped quantity (184) does not match GRN received quantity (201).,n,,n,,n,,y,Total received quantity (201) exceeds ordered quantity (56).,y,Expected invoice amount (27939.52) does not match invoice amount (9404.76).,n,
PO1792,y,ASN shipped quantity (120) does not match GRN received quantity (128).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-27).,n,,n,,n,,y,Expected invoice amount (62470.34) does not match invoice amount (4070.03).,y,Total received quantity (128) is less than ordered quantity (181).
PO1793,y,ASN shipped quantity (245) does not match GRN received quantity (341).,n,,n,,n,,y,Total received quantity (341) exceeds ordered quantity (190).,y,Expected invoice amount (10879.40) does not match invoice amount (4106.21).,n,
PO1794,y,ASN shipped quantity (103) does not match GRN received quantity (167).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-08).,n,,n,,y,Total received quantity (167) exceeds ordered quantity (100).,y,Expected invoice amount (35080.00) does not match invoice amount (1993.79).,n,
PO1795,y,ASN shipped quantity (489) does not match GRN received quantity (430).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-13).,n,,n,,y,Total received quantity (430) exceeds ordered quantity (185).,y,Expected invoice amount (91354.85) does not match invoice amount (8587.15).,n,
PO1796,y,ASN shipped quantity (166) does not match GRN received quantity (72).,n,,n,,n,,n,,y,Expected invoice amount (73008.03) does not match invoice amount (1514.83).,y,Total received quantity (72) is less than ordered quantity (159).
PO1797,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1798,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1799,y,ASN shipped quantity (66) does not match GRN received quantity (54).,n,,n,,n,,n,,y,Expected invoice amount (59619.68) does not match invoice amount (7905.41).,y,Total received quantity (54) is less than ordered quantity (184).
PO1800,y,ASN shipped quantity (45) does not match GRN received quantity (213).,y,Earliest received date (2025-08-15) is after the PO delivery date (2025-07-25).,n,,n,,y,Total received quantity (213) exceeds ordered quantity (118).,y,Expected invoice amount (15876.90) does not match invoice amount (7642.18).,n,
PO1801,y,ASN shipped quantity (306) does not match GRN received quantity (259).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-04).,n,,n,,y,Total received quantity (259) exceeds ordered quantity (108).,y,Expected invoice amount (10105.56) does not match invoice amount (3394.41).,n,
PO1802,y,ASN shipped quantity (74) does not match GRN received quantity (194).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-08).,n,,n,,y,Total received quantity (194) exceeds ordered quantity (169).,y,Expected invoice amount (53703.13) does not match invoice amount (5108.99).,n,
PO1803,y,ASN shipped quantity (93) does not match GRN received quantity (52).,n,,n,,n,,n,,y,Expected invoice amount (64740.48) does not match invoice amount (9664.02).,y,Total received quantity (52) is less than ordered quantity (192).
PO1804,y,ASN shipped quantity (198) does not match GRN received quantity (144).,n,,n,,n,,n,,y,Expected invoice amount (83660.50) does not match invoice amount (1977.71).,y,Total received quantity (144) is less than ordered quantity (175).
